transaction_id,customer_id,order_date,price,quantity,discount,total_amount
TX0070087,STD_1721031591,2024-04-30T12:32:02.000+07:00,426.87,10,0.06,4012.5781
TX0267297,STD_1721031591,2024-07-12T12:32:06.000+07:00,442.42,10,0.06,4158.748
TX0004981,STD_1721031591,2024-07-25T12:32:01.000+07:00,491.81,10,0.01,4868.919
TX0039139,STD_1721031591,2024-04-12T12:32:01.000+07:00,444.09,10,0.04,4263.2637
TX0028218,STD_1721031591,2024-10-28T12:32:01.000+07:00,474.96,10,0.16,3989.6643
TX0132142,STD_1721031591,2024-07-06T12:32:03.000+07:00,419.38,10,0.02,4109.924
TX0239673,STD_1721031591,2024-11-04T12:32:05.000+07:00,484.81,10,0.01,4799.619
TX0036452,STD_1721031591,2024-11-25T12:32:01.000+07:00,482.14,9,0.04,4165.69
TX0203607,STD_1721031591,2024-04-13T12:32:04.000+07:00,492.39,10,0.14,4234.554
TX0189847,STD_1721031591,2024-04-11T12:32:04.000+07:00,497.01,10,0.16,4174.8843
TX0061208,STD_1721031591,2024-05-31T12:32:02.000+07:00,487.65,10,0.18,3998.73
TX0213699,STD_1721031591,2024-12-02T12:32:05.000+07:00,498.67,9,0.08,4128.988
TX0006681,STD_1721031591,2024-12-09T12:32:01.000+07:00,497.86,10,0.14,4281.5957
TX0213842,STD_1721031591,2024-07-24T12:32:05.000+07:00,463.69,9,0.04,4006.2815
TX0065992,STD_1721031591,2024-11-10T12:32:02.000+07:00,486.35,10,0.09,4425.7847
TX0059371,STD_1721031591,2024-04-18T12:32:02.000+07:00,467.04,10,0.13,4063.248
TX0207032,STD_1721031591,2025-02-12T12:32:05.000+07:00,488.77,10,0.11,4350.0527
TX0066977,STD_1721031591,2024-10-14T12:32:02.000+07:00,446.41,10,0.04,4285.536
TX0068814,STD_1721031591,2024-04-22T12:32:02.000+07:00,483.58,9,0.07,4047.5645
TX0034797,STD_1721031591,2024-05-01T12:32:01.000+07:00,441.56,10,0.01,4371.4443
TX0136547,STD_1721031591,2025-01-06T12:32:03.000+07:00,424.61,10,0.03,4118.717
TX0204488,STD_1721031591,2024-07-10T12:32:04.000+07:00,449.88,10,0.08,4138.896
TX0138118,STD_1721031591,2025-01-04T12:32:03.000+07:00,466.08,10,0.04,4474.3677
TX0262732,STD_1721031591,2025-04-01T12:32:06.000+07:00,482.86,9,0.01,4302.282
TX0210567,STD_1721031591,2024-11-02T12:32:05.000+07:00,467.99,9,0.04,4043.4336
TX0159372,STD_1721031591,2024-09-13T12:32:04.000+07:00,489.87,10,0.15,4163.8955
TX0261758,STD_1721031591,2025-01-29T12:32:06.000+07:00,464.63,10,0.07,4321.059
TX0161161,STD_1721031591,2025-02-23T12:32:04.000+07:00,483.65,9,0.07,4048.1506
TX0144864,STD_1721031591,2025-02-12T12:32:03.000+07:00,434.8,10,0.07,4043.6401
TX0241047,STD_1721031591,2024-10-18T12:32:05.000+07:00,487.3,10,0.02,4775.54
TX0009756,STD_1721031591,2025-03-12T12:32:01.000+07:00,451.29,10,0.04,4332.384
TX0029770,STD_1721031591,2024-11-29T12:32:01.000+07:00,486.14,10,0.15,4132.1904
TX0256885,STD_1721031591,2024-09-29T12:32:05.000+07:00,489.77,10,0.17,4065.0906
TX0229214,STD_1721031591,2024-09-27T12:32:05.000+07:00,473.6,10,0.14,4072.96
TX0056910,STD_1721031591,2024-06-18T12:32:02.000+07:00,498.1,10,0.06,4682.14
TX0178145,STD_1721031591,2025-04-01T12:32:04.000+07:00,434.51,10,0.02,4258.198
TX0028296,STD_1721031591,2025-02-09T12:32:01.000+07:00,446.09,10,0.04,4282.464
TX0169881,STD_1721031591,2024-05-09T12:32:04.000+07:00,459.22,9,0.03,4008.9907
TX0158444,STD_1721031591,2024-10-29T12:32:04.000+07:00,450.74,9,0.01,4016.0933
TX0176505,STD_1721031591,2024-11-20T12:32:04.000+07:00,446.8,10,0.02,4378.64
TX0044050,STD_1721031591,2024-06-12T12:32:01.000+07:00,485.31,10,0.12,4270.728
TX0094194,STD_1721031591,2024-10-13T12:32:02.000+07:00,464.02,10,0.05,4408.1895
TX0186720,STD_1721031591,2025-03-09T12:32:04.000+07:00,470.0,10,0.01,4653.0
TX0151513,STD_1721031591,2024-11-07T12:32:04.000+07:00,465.31,10,0.04,4466.976
TX0053313,STD_1721031591,2024-07-01T12:32:02.000+07:00,456.02,10,0.12,4012.9758
TX0113018,STD_1721031591,2024-06-15T12:32:03.000+07:00,466.6,10,0.05,4432.6997
TX0127310,STD_1721031591,2024-09-07T12:32:03.000+07:00,459.7,10,0.02,4505.06
TX0127878,STD_1721031591,2024-04-27T12:32:03.000+07:00,459.17,10,0.09,4178.4473
TX0098784,STD_1721031591,2024-07-30T12:32:02.000+07:00,495.51,10,0.19,4013.631
TX0034757,STD_1721031591,2024-08-21T12:32:01.000+07:00,440.92,10,0.05,4188.74
TX0175464,STD_1721031591,2024-07-21T12:32:04.000+07:00,438.59,10,0.01,4342.041
TX0039845,STD_1721031591,2024-06-28T12:32:01.000+07:00,455.89,10,0.07,4239.7773
TX0069936,STD_1721031591,2025-01-26T12:32:02.000+07:00,484.72,10,0.05,4604.8403
TX0210297,STD_1721031591,2024-09-09T12:32:05.000+07:00,499.54,9,0.11,4001.3152
TX0180755,STD_1721031591,2024-12-21T12:32:04.000+07:00,450.06,10,0.02,4410.5884
TX0070665,STD_1721031591,2024-05-22T12:32:02.000+07:00,447.07,10,0.08,4113.0444
TX0179802,STD_1721031591,2025-01-13T12:32:04.000+07:00,476.31,10,0.03,4620.207
TX0071557,STD_1721031591,2024-07-11T12:32:02.000+07:00,449.48,10,0.1,4045.32
TX0154340,STD_1721031591,2024-11-17T12:32:04.000+07:00,425.34,10,0.03,4125.798
TX0061003,STD_1721031591,2024-08-25T12:32:02.000+07:00,483.62,10,0.01,4787.8384
TX0122724,STD_1721031591,2024-05-01T12:32:03.000+07:00,489.79,10,0.15,4163.215
TX0048110,STD_1721031591,2024-08-04T12:32:01.000+07:00,428.15,10,0.05,4067.425
TX0028542,STD_1721031591,2024-11-18T12:32:01.000+07:00,417.12,10,0.01,4129.4883
TX0264490,STD_1721031591,2024-06-10T12:32:06.000+07:00,481.16,10,0.03,4667.2524
TX0058600,STD_1721031591,2024-11-28T12:32:02.000+07:00,490.29,10,0.05,4657.755
TX0004231,STD_1721031591,2024-09-07T12:32:01.000+07:00,441.35,10,0.09,4016.285
TX0109233,STD_1721031591,2024-08-07T12:32:03.000+07:00,457.3,10,0.13,3978.51
TX0053449,STD_1721031591,2024-09-11T12:32:02.000+07:00,482.28,10,0.16,4051.152
TX0188607,STD_1721031591,2024-08-20T12:32:04.000+07:00,494.19,10,0.02,4843.062
TX0132254,STD_1721031591,2024-12-19T12:32:03.000+07:00,488.79,10,0.05,4643.505
TX0077042,STD_1721031591,2024-12-28T12:32:02.000+07:00,484.07,10,0.05,4598.665
TX0130956,STD_1721031591,2025-01-22T12:32:03.000+07:00,426.97,10,0.03,4141.6094
TX0135883,STD_1721031591,2025-02-19T12:32:03.000+07:00,484.74,9,0.04,4188.154
TX0075167,STD_1721031591,2025-01-10T12:32:02.000+07:00,473.97,10,0.03,4597.5093
TX0114425,STD_1721031591,2024-09-22T12:32:03.000+07:00,419.38,10,0.05,3984.1099
TX0106846,STD_1721031591,2024-09-17T12:32:03.000+07:00,471.03,10,0.08,4333.476
TX0131684,STD_1721031591,2024-09-27T12:32:03.000+07:00,480.62,9,0.06,4066.0452
TX0254873,STD_1721031591,2025-03-09T12:32:05.000+07:00,485.08,10,0.02,4753.7837
TX0195153,STD_1721031591,2024-11-25T12:32:04.000+07:00,490.31,9,0.06,4148.0225
TX0233472,STD_1721031591,2024-11-17T12:32:05.000+07:00,438.94,10,0.05,4169.9297
TX0219806,STD_1721031591,2025-01-04T12:32:05.000+07:00,464.7,10,0.08,4275.24
TX0047562,STD_1721031591,2025-02-06T12:32:01.000+07:00,441.73,10,0.04,4240.6084
TX0215040,STD_1721031591,2024-09-16T12:32:05.000+07:00,468.64,9,0.05,4006.872
TX0048967,STD_1721031591,2025-03-27T12:32:01.000+07:00,489.94,10,0.13,4262.478
TX0156394,STD_1721031591,2025-01-20T12:32:04.000+07:00,461.37,10,0.12,4060.0562
TX0183637,STD_1721031591,2024-06-05T12:32:04.000+07:00,454.79,10,0.04,4365.984
TX0235319,STD_1721031591,2024-05-05T12:32:05.000+07:00,451.48,10,0.02,4424.5044
TX0245891,STD_1721031591,2024-07-07T12:32:05.000+07:00,473.85,10,0.11,4217.265
TX0088507,STD_1721031591,2024-12-20T12:32:02.000+07:00,438.55,10,0.07,4078.5151
TX0154511,STD_1721031591,2024-09-01T12:32:04.000+07:00,442.33,9,0.0,3980.97
TX0125989,STD_1721031591,2024-05-08T12:32:03.000+07:00,426.92,10,0.01,4226.5083
TX0139885,STD_1721031591,2024-08-28T12:32:03.000+07:00,469.41,10,0.09,4271.631
TX0237115,STD_1721031591,2024-05-26T12:32:05.000+07:00,421.95,10,0.02,4135.11
TX0206008,STD_1721031591,2024-07-09T12:32:05.000+07:00,448.08,10,0.06,4211.9517
TX0036229,STD_1721031591,2024-12-15T12:32:01.000+07:00,481.24,10,0.12,4234.912
TX0183480,STD_1721031591,2024-08-27T12:32:04.000+07:00,496.79,10,0.02,4868.542
TX0074199,STD_1721031591,2025-02-24T12:32:02.000+07:00,492.62,10,0.01,4876.9385
TX0128441,STD_1721031591,2024-10-11T12:32:03.000+07:00,494.87,10,0.17,4107.421
TX0046436,STD_1721031591,2024-04-24T12:32:01.000+07:00,475.32,10,0.03,4610.6045
TX0103152,STD_1721031591,2024-12-11T12:32:03.000+07:00,474.96,9,0.04,4103.6543
TX0107948,STD_1721031591,2024-08-22T12:32:03.000+07:00,432.31,10,0.05,4106.945
TX0146475,STD_1721031591,2024-06-22T12:32:03.000+07:00,466.81,10,0.13,4061.247
TX0043339,STD_1721031591,2025-03-30T12:32:01.000+07:00,483.5,10,0.04,4641.6
TX0175966,STD_1721031591,2024-09-08T12:32:04.000+07:00,480.45,10,0.11,4276.005
TX0098057,STD_1721031591,2024-05-10T12:32:02.000+07:00,491.46,9,0.03,4290.4463
TX0205439,STD_1721031591,2024-12-07T12:32:05.000+07:00,483.86,9,0.08,4006.3606
TX0100879,STD_1721031591,2024-05-08T12:32:02.000+07:00,495.52,10,0.15,4211.92
TX0100106,STD_1721031591,2024-04-21T12:32:02.000+07:00,446.6,10,0.03,4332.02
TX0166660,STD_1721031591,2025-02-28T12:32:04.000+07:00,486.24,9,0.0,4376.16
TX0111624,STD_1721031591,2024-09-05T12:32:03.000+07:00,432.2,10,0.06,4062.68
TX0118923,STD_1721031591,2024-09-25T12:32:03.000+07:00,466.51,10,0.11,4151.939
TX0108722,STD_1721031591,2024-05-25T12:32:03.000+07:00,496.07,10,0.16,4166.9883
TX0195897,STD_1721031591,2025-01-24T12:32:04.000+07:00,498.12,10,0.15,4234.0205
TX0006504,STD_1721031591,2024-06-20T12:32:01.000+07:00,444.8,10,0.04,4270.08
TX0140736,STD_1721031591,2024-12-20T12:32:03.000+07:00,484.41,9,0.04,4185.3022
TX0180472,STD_1721031591,2024-09-14T12:32:04.000+07:00,491.04,10,0.19,3977.4238
TX0117800,STD_1721031591,2024-12-06T12:32:03.000+07:00,408.81,10,0.02,4006.3381
TX0088056,STD_1721031591,2024-12-30T12:32:02.000+07:00,469.94,10,0.12,4135.4717
TX0152624,STD_1721031591,2025-01-04T12:32:04.000+07:00,467.43,10,0.12,4113.384
TX0066035,STD_1721031591,2024-11-15T12:32:02.000+07:00,432.22,10,0.04,4149.312
TX0225264,STD_1721031591,2024-12-24T12:32:05.000+07:00,460.21,9,0.02,4059.0525
TX0109637,STD_1721031591,2025-03-21T12:32:03.000+07:00,461.72,10,0.06,4340.168
TX0093172,STD_1721031591,2024-09-01T12:32:02.000+07:00,446.89,10,0.01,4424.2114
TX0046577,STD_1721031591,2024-12-08T12:32:01.000+07:00,441.77,10,0.08,4064.2837
TX0071402,STD_1721031591,2024-06-06T12:32:02.000+07:00,476.68,10,0.11,4242.4517
TX0199914,STD_1721031591,2024-11-11T12:32:04.000+07:00,462.18,9,0.04,3993.235
TX0006355,STD_1721031591,2024-11-06T12:32:01.000+07:00,499.6,10,0.01,4946.04
TX0034805,STD_1721031591,2024-06-27T12:32:01.000+07:00,411.03,10,0.03,3986.991
TX0220400,STD_1721031591,2024-12-13T12:32:05.000+07:00,495.55,10,0.09,4509.505
TX0208802,STD_1721031591,2025-03-06T12:32:05.000+07:00,481.16,9,0.01,4287.1357
TX0115634,STD_1721031591,2024-10-15T12:32:03.000+07:00,471.99,10,0.13,4106.313
TX0006190,STD_1721031591,2025-01-23T12:32:01.000+07:00,474.82,10,0.01,4700.7183
TX0264480,STD_1721031591,2024-11-08T12:32:06.000+07:00,492.85,9,0.09,4036.4412
TX0024560,STD_1721031591,2025-01-08T12:32:01.000+07:00,476.03,10,0.08,4379.476
TX0206388,STD_1721031591,2025-02-14T12:32:05.000+07:00,483.45,9,0.05,4133.4976
TX0206117,STD_1721031591,2024-07-31T12:32:05.000+07:00,406.25,10,0.0,4062.5
TX0239301,STD_1721031591,2024-07-02T12:32:05.000+07:00,441.27,10,0.04,4236.1914
TX0168536,STD_1721031591,2024-08-07T12:32:04.000+07:00,478.78,10,0.14,4117.508
TX0155934,STD_1721031591,2024-09-10T12:32:04.000+07:00,480.81,9,0.06,4067.6526
TX0037570,STD_1721031591,2025-04-06T12:32:01.000+07:00,445.76,10,0.02,4368.448
TX0009043,STD_1721031591,2025-02-01T12:32:01.000+07:00,493.99,10,0.1,4445.9097
TX0037221,STD_1721031591,2024-07-26T12:32:01.000+07:00,462.94,10,0.01,4583.106
TX0032254,STD_1721031591,2024-08-25T12:32:01.000+07:00,495.43,9,0.06,4191.338
TX0078851,STD_1721031591,2025-01-20T12:32:02.000+07:00,474.71,10,0.11,4224.919
TX0002391,STD_1721031591,2024-07-04T12:32:01.000+07:00,463.84,10,0.11,4128.176
TX0244867,STD_1721031591,2025-03-29T12:32:05.000+07:00,478.61,10,0.15,4068.1848
TX0263800,STD_1721031591,2024-09-15T12:32:06.000+07:00,493.33,10,0.03,4785.301
TX0075257,STD_1721031591,2024-04-18T12:32:02.000+07:00,448.78,9,0.01,3998.63
TX0212771,STD_1721031591,2024-07-30T12:32:05.000+07:00,473.45,10,0.03,4592.4653
TX0093963,STD_1721031591,2024-10-15T12:32:02.000+07:00,471.16,10,0.08,4334.6724
TX0255860,STD_1721031591,2024-08-28T12:32:05.000+07:00,441.41,10,0.01,4369.959
TX0107167,STD_1721031591,2024-05-25T12:32:03.000+07:00,477.43,10,0.05,4535.585
TX0113387,STD_1721031591,2024-10-23T12:32:03.000+07:00,473.28,9,0.04,4089.1392
TX0188491,STD_1721031591,2024-11-02T12:32:04.000+07:00,474.05,9,0.03,4138.4565
TX0228070,STD_1721031591,2024-12-07T12:32:05.000+07:00,483.49,10,0.04,4641.504
TX0226320,STD_1721031591,2025-01-28T12:32:05.000+07:00,483.04,10,0.07,4492.272
TX0130972,STD_1721031591,2024-10-10T12:32:03.000+07:00,492.47,9,0.0,4432.23
TX0012686,STD_1721031591,2025-02-05T12:32:01.000+07:00,482.33,9,0.02,4254.1504
TX0040089,STD_1721031591,2024-09-27T12:32:01.000+07:00,499.6,10,0.05,4746.1997
TX0230323,STD_1721031591,2024-10-20T12:32:05.000+07:00,473.74,10,0.12,4168.912
TX0069498,STD_1721031591,2024-04-16T12:32:02.000+07:00,490.75,10,0.1,4416.75
TX0186528,STD_1721031591,2024-10-15T12:32:04.000+07:00,485.71,10,0.14,4177.106
TX0125121,STD_1721031591,2024-11-30T12:32:03.000+07:00,446.01,10,0.1,4014.09
TX0049935,STD_1721031591,2024-07-06T12:32:01.000+07:00,420.16,10,0.01,4159.584
TX0156871,STD_1721031591,2024-06-20T12:32:04.000+07:00,496.59,10,0.07,4618.287
TX0050306,STD_1721031591,2025-03-19T12:32:01.000+07:00,482.72,9,0.07,4040.3665
TX0207362,STD_1721031591,2024-05-26T12:32:05.000+07:00,494.0,10,0.19,4001.4
TX0031761,STD_1721031591,2025-01-29T12:32:01.000+07:00,497.97,10,0.18,4083.354
TX0059796,STD_1721031591,2024-11-16T12:32:02.000+07:00,439.44,10,0.04,4218.624
TX0203554,STD_1721031591,2025-04-09T12:32:04.000+07:00,476.79,10,0.06,4481.8257
TX0221766,STD_1721031591,2024-09-17T12:32:05.000+07:00,477.54,10,0.09,4345.614
TX0006393,STD_1721031591,2024-07-14T12:32:01.000+07:00,488.84,10,0.18,4008.4878
TX0033678,STD_1721031591,2025-01-29T12:32:01.000+07:00,482.94,9,0.01,4302.9956
TX0172616,STD_1721031591,2024-07-04T12:32:04.000+07:00,490.6,9,0.04,4238.7837
TX0181486,STD_1721031591,2024-09-12T12:32:04.000+07:00,430.17,10,0.01,4258.683
